CMDLINE grcc -e TxRegular.grc
MEM 1.203125 1560078176.2697
MEM 42.019531 1560078176.3701
MEM 55.734375 1560078176.4704
MEM 55.734375 1560078176.5707
MEM 55.734375 1560078176.6710
MEM 55.734375 1560078176.7713
MEM 55.734375 1560078176.8716
MEM 55.734375 1560078176.9718
MEM 55.734375 1560078177.0721
MEM 55.734375 1560078177.1724
MEM 55.734375 1560078177.2727
MEM 55.734375 1560078177.3730
MEM 55.734375 1560078177.4733
MEM 55.734375 1560078177.5736
MEM 55.734375 1560078177.6739
MEM 55.734375 1560078177.7741
MEM 55.734375 1560078177.8744
MEM 55.734375 1560078177.9747
MEM 55.734375 1560078178.0750
MEM 55.734375 1560078178.1753
MEM 55.734375 1560078178.2756
MEM 55.734375 1560078178.3758
MEM 55.734375 1560078178.4761
MEM 55.734375 1560078178.5764
MEM 55.734375 1560078178.6767
MEM 55.734375 1560078178.7770
MEM 55.734375 1560078178.8772
MEM 55.734375 1560078178.9775
MEM 55.734375 1560078179.0778
MEM 55.734375 1560078179.1781
MEM 55.734375 1560078179.2784
MEM 55.734375 1560078179.3787
MEM 55.734375 1560078179.4791
MEM 59.332031 1560078179.5794
MEM 62.597656 1560078179.6798
MEM 66.085938 1560078179.7802
MEM 69.554688 1560078179.8805
MEM 73.726562 1560078179.9809
MEM 78.296875 1560078180.0813
MEM 82.457031 1560078180.1816
MEM 86.800781 1560078180.2820
MEM 90.140625 1560078180.3824
MEM 93.281250 1560078180.4827
MEM 96.886719 1560078180.5831
MEM 96.886719 1560078180.6834
MEM 106.343750 1560078180.7837
MEM 139.273438 1560078180.8841
MEM 166.500000 1560078180.9845
MEM 192.160156 1560078181.0849
MEM 208.902344 1560078181.1852
MEM 210.796875 1560078181.2856
MEM 232.761719 1560078181.3859
MEM 253.765625 1560078181.4863
MEM 268.031250 1560078181.5867
MEM 271.304688 1560078181.6870
MEM 287.437500 1560078181.7874
MEM 292.027344 1560078181.8878
MEM 302.421875 1560078181.9881
MEM 306.070312 1560078182.0885
MEM 308.558594 1560078182.1888
MEM 308.613281 1560078182.2892
MEM 312.292969 1560078182.3896
MEM 312.292969 1560078182.4899
MEM 312.292969 1560078182.5902
MEM 319.019531 1560078182.6906
MEM 316.269531 1560078182.7910
MEM 318.449219 1560078182.8913
MEM 321.355469 1560078182.9917
MEM 323.906250 1560078183.0920
MEM 324.003906 1560078183.1924
MEM 325.683594 1560078183.2927
MEM 325.722656 1560078183.3931
MEM 325.746094 1560078183.4935
MEM 325.871094 1560078183.5938
MEM 325.871094 1560078183.6942
MEM 325.871094 1560078183.7946
MEM 325.871094 1560078183.8950
MEM 325.871094 1560078183.9953
MEM 325.871094 1560078184.0957
MEM 325.871094 1560078184.1961
MEM 325.871094 1560078184.2965
MEM 325.871094 1560078184.3969
MEM 325.871094 1560078184.4972
MEM 325.871094 1560078184.5976
MEM 325.871094 1560078184.6980
MEM 325.871094 1560078184.7984
MEM 325.871094 1560078184.8987
