,timestamp,avgGain,std,length
0,06/10/2019 - 22:14:40,52.28311011904762,2.2889163582395606,672
0,06/10/2019 - 22:17:41,52.365606936416185,2.544297274311218,692
0,06/10/2019 - 22:19:54,52.34601706970128,2.632112081246442,703
0,06/10/2019 - 22:22:23,52.09113475177305,2.3252261667465404,705
0,06/10/2019 - 22:24:57,53.83617234468938,1.9594688603767825,499
0,06/10/2019 - 22:28:57,53.72119341563786,1.8379412954141778,486
0,06/10/2019 - 22:31:26,54.090526315789475,3.2637506252844015,475
0,06/10/2019 - 22:34:51,54.776315789473685,2.4596231572571448,513
0,06/10/2019 - 22:40:42,73.17158385093168,1.4049408071304819,322
0,06/10/2019 - 22:45:07,73.17462686567164,1.3774942948747781,335
0,06/10/2019 - 22:49:34,73.171826625387,1.4027710549052346,323
0,06/10/2019 - 22:51:59,73.17887323943663,1.3382420140457074,355
0,06/10/2019 - 22:55:59,51.85314039408867,10.72978535243616,812
0,06/10/2019 - 22:58:11,73.1737160120846,1.3857674581443202,331
0,06/10/2019 - 23:00:36,73.17109375,1.4093106883192708,320
0,06/10/2019 - 23:05:32,49.52683423913044,9.953724963917074,736
0,06/10/2019 - 23:13:43,88.87423312883436,2.267294513712018,326
0,06/10/2019 - 23:16:30,88.94066570188133,1.5585845065097292,691
0,06/10/2019 - 23:20:29,88.87227414330218,2.2848295844857667,321
0,06/10/2019 - 23:23:41,88.90167865707434,2.005369784722343,417
