,timestamp,avgGain,std,length
0,06/10/2019 - 22:14:41,49.358029801324506,3.1087527458570055,604
0,06/10/2019 - 22:17:42,49.142089093702,2.5142777419153366,651
0,06/10/2019 - 22:19:55,49.60538116591928,2.0632544379303535,669
0,06/10/2019 - 22:22:24,48.8125,2.578203912933705,612
0,06/10/2019 - 22:24:59,52.791313559322035,2.779195707940785,472
0,06/10/2019 - 22:28:58,52.31792873051225,2.1559097696302203,449
0,06/10/2019 - 22:31:28,52.07165948275862,0.9756516635207297,464
0,06/10/2019 - 22:34:53,50.83736263736264,2.265891297919794,455
0,06/10/2019 - 22:40:44,73.18320105820106,1.2970008410937222,378
0,06/10/2019 - 22:45:09,73.18266666666666,1.3021646934581232,375
0,06/10/2019 - 22:49:36,73.18811274509804,1.248528395333967,408
0,06/10/2019 - 22:52:00,73.18930288461539,1.2364942473159848,416
0,06/10/2019 - 22:56:00,73.18591370558376,1.2704612866506975,394
0,06/10/2019 - 22:58:13,73.18718905472637,1.2577881989083197,402
0,06/10/2019 - 23:00:39,73.18302387267904,1.2987152933661787,377
0,06/10/2019 - 23:05:34,60.02671755725191,11.151530545193282,524
0,06/10/2019 - 23:13:45,88.88642659279779,2.1549038903086464,361
0,06/10/2019 - 23:16:32,88.89267015706807,2.0949949558472998,382
0,06/10/2019 - 23:20:30,88.88046647230321,2.2105624558751718,343
0,06/10/2019 - 23:23:42,88.91276595744681,1.8891760019915247,470
