,timestamp,method,enviosSolicitados,enviosEfetivos,acksRecebidos,retransmissoes,relacao,taxaEntrega,tempoMedioRecebAck,desvioPadraoAck,treinos,conceptDrift,depth,folhas
0,09/10/2019 - 15:42:57,5,251,872,185,621,4.713513513513513,73.70517928286853,12.922443243243244,17.32967691245344,0,0,[29],[]
0,09/10/2019 - 15:45:32,5,250,819,185,569,4.427027027027027,74.0,33.347897297297294,56.271284129317905,0,0,[29],[]
0,09/10/2019 - 15:47:32,5,250,674,223,424,3.022421524663677,89.2,17.916565022421526,27.40584881740981,0,0,[29],[]
0,09/10/2019 - 15:49:40,5,251,693,216,442,3.2083333333333335,86.05577689243027,14.166324074074076,15.34908820481041,0,0,[29],[]
0,09/10/2019 - 15:52:44,1,250,562,236,312,2.3813559322033897,94.39999999999999,21.102669491525422,32.1871850021921,0,0,[29],[]
0,09/10/2019 - 15:55:07,1,251,526,238,275,2.2100840336134455,94.82071713147411,15.741903361344537,34.53884372914246,0,0,[29],[]
0,09/10/2019 - 15:57:47,1,251,614,233,363,2.6351931330472103,92.82868525896414,37.958227467811156,62.81252178472731,0,0,[29],[]
0,09/10/2019 - 16:01:04,1,250,504,244,254,2.0655737704918034,97.6,11.316233606557377,9.876899139166303,0,0,[29],[]
0,09/10/2019 - 16:03:15,8,251,803,185,552,4.34054054054054,73.70517928286853,36.39619459459459,53.33395123756332,6,6,"[29, 8, 1, 4, 4, 4, 4]","[17, 2, 7, 7, 7, 6]"
0,09/10/2019 - 16:05:49,8,250,649,228,399,2.8464912280701755,91.2,25.218368421052634,35.102051850299404,4,4,"[29, 6, 6, 6, 6]","[17, 17, 17, 18]"
0,09/10/2019 - 16:08:41,8,251,742,204,491,3.6372549019607843,81.27490039840637,8.55235294117647,6.7033857177783585,3,3,"[29, 5, 5, 5]","[12, 12, 13]"
0,09/10/2019 - 16:12:07,8,251,995,124,744,8.024193548387096,49.40239043824701,29.09786290322581,58.718357287870745,1,1,"[29, 6]",[20]
0,09/10/2019 - 16:25:01,9,251,695,222,444,3.130630630630631,88.44621513944223,9.175288288288288,7.393998327579011,0,0,[29],[]
0,09/10/2019 - 16:27:12,9,250,442,244,192,1.8114754098360655,97.6,40.39597540983606,84.56178362394758,0,0,[29],[]
0,09/10/2019 - 16:30:10,9,251,628,227,377,2.7665198237885464,90.43824701195219,39.73703524229075,72.64533570492723,0,0,[29],[]
