,timestamp,avgGain,std,length
0,06/10/2019 - 22:14:41,49.49780701754386,2.3246617406349266,570
0,06/10/2019 - 22:17:42,49.44360269360269,2.84526178585142,594
0,06/10/2019 - 22:19:55,50.30385220125786,2.328924314449111,636
0,06/10/2019 - 22:22:24,49.8344,2.5766211673429993,625
0,06/10/2019 - 22:24:59,53.36619718309859,1.8435962977852167,497
0,06/10/2019 - 22:28:58,49.86821705426357,0.7142044774256077,387
0,06/10/2019 - 22:31:29,53.33901918976546,3.3104621740176854,469
0,06/10/2019 - 22:34:53,49.465796019900495,2.1672696416656723,402
0,06/10/2019 - 22:40:44,73.16748366013071,1.441085922266235,306
0,06/10/2019 - 22:45:09,73.15851449275362,1.5171155064578592,276
0,06/10/2019 - 22:49:36,73.19474835886214,1.179852191964073,457
0,06/10/2019 - 22:52:01,73.18355263157895,1.2935922077152038,380
0,06/10/2019 - 22:56:00,60.272970085470085,9.040367160730504,468
0,06/10/2019 - 22:58:13,73.14609053497942,1.616451921601346,486
0,06/10/2019 - 23:00:38,73.25,0.0,380
0,06/10/2019 - 23:05:34,50.97543103448276,9.80055086349754,580
0,06/10/2019 - 23:13:45,88.84528301886793,2.513853393132638,265
0,06/10/2019 - 23:16:32,88.88385269121812,2.1791166702862386,353
0,06/10/2019 - 23:20:31,88.8921052631579,2.1004863570821133,380
0,06/10/2019 - 23:23:42,88.89487179487179,2.073452307322966,390
