,timestamp,method,enviosSolicitados,enviosEfetivos,acksRecebidos,retransmissoes,relacao,taxaEntrega,tempoMedioRecebAck,desvioPadraoAck,treinos,conceptDrift,depth,folhas
0,04/10/2019 - 08:46:39,8,251,577,213,326,2.708920187793427,84.86055776892431,8.78869014084507,7.710174232319248,8,8,"[29, 5, 3, 3, 3, 3, 4, 4, 1]","[13, 7, 6, 6, 6, 7, 8, 2]"
0,04/10/2019 - 08:49:46,8,250,332,250,82,1.328,100.0,27.342928,73.24803082236966,0,0,[29],[]
0,04/10/2019 - 08:52:55,8,251,1250,52,999,24.03846153846154,20.717131474103585,19.512999999999998,17.57674021037681,3,3,"[29, 5, 5, 0]","[10, 10, 1]"
0,04/10/2019 - 08:55:15,8,251,378,237,127,1.5949367088607596,94.42231075697211,10.845324894514766,10.229788282861238,1,1,"[29, 4]",[5]
0,04/10/2019 - 08:57:58,8,250,373,239,123,1.5606694560669456,95.6,22.394397489539745,56.07524020543498,2,2,"[29, 6, 3]","[14, 7]"
0,04/10/2019 - 09:00:14,8,251,433,228,182,1.8991228070175439,90.83665338645417,12.872925438596491,13.986064087395041,1,1,"[29, 1]",[2]
0,04/10/2019 - 09:02:36,8,250,334,250,84,1.336,100.0,20.017663999999996,52.91662000694209,0,0,[29],[]
0,04/10/2019 - 09:06:29,8,251,822,152,571,5.407894736842105,60.55776892430279,10.54378947368421,8.053248030283036,2,2,"[29, 10, 9]","[24, 25]"
0,04/10/2019 - 09:08:34,8,251,390,250,139,1.56,99.60159362549801,20.316792,59.24181805296606,0,0,[29],[]
0,04/10/2019 - 09:11:20,8,251,572,212,321,2.69811320754717,84.4621513944223,9.992014150943396,7.631065166802628,1,1,"[29, 7]",[19]
0,04/10/2019 - 09:13:24,8,251,506,231,255,2.1904761904761907,92.03187250996015,43.534571428571425,82.19741712204186,3,3,"[29, 7, 7, 7]","[20, 21, 21]"
0,04/10/2019 - 09:18:19,8,251,389,250,138,1.556,99.60159362549801,48.677252,96.43774164230774,0,0,[29],[]
0,04/10/2019 - 09:20:46,8,251,367,249,116,1.4738955823293172,99.20318725099602,21.94636546184739,53.76472750327092,0,0,[29],[]
0,04/10/2019 - 09:24:07,8,250,388,248,138,1.564516129032258,99.2,27.130907258064518,73.41212718126134,0,0,[29],[]
0,04/10/2019 - 09:28:22,8,250,392,247,142,1.5870445344129556,98.8,20.537773279352226,48.249566953451115,0,0,[29],[]
0,04/10/2019 - 09:30:58,8,250,415,248,165,1.6733870967741935,99.2,11.02420564516129,10.42970094221308,0,0,[29],[]
0,04/10/2019 - 09:34:31,8,250,488,244,238,2.0,97.6,41.81552868852459,78.74501594472137,0,0,[29],[]
0,04/10/2019 - 09:36:54,8,250,379,250,129,1.516,100.0,43.442856,84.05827743223902,0,0,[29],[]
0,04/10/2019 - 09:40:03,8,251,365,248,114,1.471774193548387,98.80478087649402,12.80616129032258,10.36832527607217,0,0,[29],[]
