,timestamp,method,enviosSolicitados,enviosEfetivos,acksRecebidos,retransmissoes,relacao,taxaEntrega,tempoMedioRecebAck,desvioPadraoAck,treinos,conceptDrift,depth,folhas
0,25/09/2019 - 10:05:48,5,250,525,246,275,2.1341463414634148,98.4,42.944304878048776,73.34315985824729,0,0,[13],[]
0,25/09/2019 - 10:13:34,5,250,548,244,298,2.2459016393442623,97.6,35.78226229508197,64.37797871024257,0,0,[13],[]
0,25/09/2019 - 10:17:32,5,250,548,246,298,2.227642276422764,98.4,52.248199186991876,71.42237031533135,0,0,[13],[]
