,timestamp,avgGain,std,length
0,19/09/2019 - 08:24:31,53.6002080443828,3.644233845039009,721
0,19/09/2019 - 08:27:44,52.64568081991215,2.2989047485863408,683
0,19/09/2019 - 08:33:00,54.613259668508285,2.5399671842787948,724
0,19/09/2019 - 08:36:48,55.74013994910941,2.6461386445085076,786
0,19/09/2019 - 08:39:17,53.98471615720524,2.3563425263284152,687
0,19/09/2019 - 08:41:38,52.47663551401869,0.2981722727990051,749
0,19/09/2019 - 08:45:11,51.23682851239669,0.866111622421053,968
0,19/09/2019 - 08:48:49,48.795994065281896,1.082646830781935,1348
0,19/09/2019 - 08:51:35,56.140845070422536,7.526085200207713,710
0,19/09/2019 - 09:00:57,54.7985401459854,3.5043140337202154,685
0,19/09/2019 - 09:03:35,53.24348635235732,1.6296924245688564,806
0,19/09/2019 - 09:05:52,59.05862403100775,6.570822297463908,516
0,19/09/2019 - 09:08:57,52.74420024420024,0.1658770715967197,819
0,19/09/2019 - 09:11:20,60.70481335952849,8.610852419220617,509
0,19/09/2019 - 09:14:06,55.241976351351354,3.718624234227853,592
