,timestamp,method,enviosSolicitados,enviosEfetivos,acksRecebidos,retransmissoes,relacao,taxaEntrega,tempoMedioRecebAck,desvioPadraoAck,treinos,conceptDrift,depth,folhas
0,29/09/2019 - 10:31:33,1,250,892,189,642,4.71957671957672,75.6,32.72641798941799,40.01441525224033,0,0,[13],[]
0,29/09/2019 - 10:34:02,1,251,861,194,610,4.438144329896907,77.29083665338645,7.3615360824742275,8.33606062437373,0,0,[13],[]
0,29/09/2019 - 10:36:27,1,251,900,193,649,4.66321243523316,76.89243027888446,29.05138860103627,39.674048134224485,0,0,[13],[]
0,29/09/2019 - 10:54:15,1,251,867,191,616,4.539267015706806,76.09561752988047,37.96358638743455,52.69766011855067,0,0,[13],[]
0,29/09/2019 - 10:59:59,8,251,1501,0,1250,0.0,0.0,,,0,0,[13],[]
0,29/09/2019 - 11:04:07,3,251,938,166,687,5.650602409638554,66.13545816733067,5.986144578313253,4.166958217492231,0,0,[13],[]
0,29/09/2019 - 11:07:37,3,251,947,164,696,5.774390243902439,65.33864541832669,20.950018292682927,29.192667931886128,0,0,[13],[]
0,29/09/2019 - 11:10:06,3,251,1045,161,794,6.490683229813665,64.14342629482071,5.10511801242236,3.9892397061693394,0,0,[13],[]
0,29/09/2019 - 11:14:05,5,251,830,200,579,4.15,79.6812749003984,8.130355,7.42295980380973,0,0,[13],[]
0,29/09/2019 - 11:16:45,5,251,893,193,642,4.626943005181347,76.89243027888446,7.291512953367875,6.066704637754281,0,0,[13],[]
0,29/09/2019 - 11:19:10,5,251,852,194,601,4.391752577319588,77.29083665338645,30.84939690721649,49.6659708716221,0,0,[13],[]
0,29/09/2019 - 11:26:48,8,251,1501,0,1250,0.0,0.0,,,0,0,[13],[]
0,29/09/2019 - 11:30:32,8,251,1501,0,1250,0.0,0.0,,,0,0,[13],[]
0,29/09/2019 - 11:34:37,8,251,1460,11,1209,132.72727272727272,4.382470119521913,6.236272727272726,4.607877229482516,1,1,"[13, 0]",[1]
0,29/09/2019 - 11:38:26,8,251,1501,0,1250,0.0,0.0,,,0,0,[13],[]
0,29/09/2019 - 11:43:31,8,251,1054,145,803,7.268965517241379,57.76892430278885,31.620455172413795,37.62136178619789,4,4,"[13, 0, 2, 5, 5]","[1, 4, 17, 18]"
0,29/09/2019 - 11:51:24,8,251,923,175,672,5.274285714285714,69.7211155378486,53.76895428571428,51.930575802570125,5,5,"[13, 0, 4, 4, 7, 7]","[1, 7, 7, 20, 21]"
