,rssi,prr,prr2,snr,txentrega,relacao,latencia-ms,potencia,estimation,diff-txentrega
1613,-108.61988655998522,0.0,0.0,3.2578504938724544,0.0,0.0,999.0,49.4,0.9,0.0
1614,-108.42965136496693,0.0,0.0,-7.005287583810209,0.0,0.0,999.0,49.4,0.9,0.0
1615,-108.453177017094,0.0,0.0,-5.816729679254284,0.0,0.0,999.0,49.4,0.9,0.0
1616,-108.54275807462407,0.0,0.0,13.364718588287351,0.0,0.0,999.0,49.4,0.9,0.0
1617,-108.49342278605127,0.0,0.0,-1.1268090560481574,0.0,0.0,999.0,49.4,0.9,0.0
1618,-108.640943206746,0.0,0.0,-5.5438504500026795,0.0,0.0,999.0,49.4,0.9,0.0
1619,-108.24266628360864,0.0,0.0,-4.926813072181775,0.0,0.0,999.0,49.4,0.9,0.0
1620,-107.71752799760219,0.0,0.0,-6.495259668517102,0.0,0.0,999.0,49.4,0.9,0.0
1621,-108.49891384623837,0.0,0.0,-5.103683757920853,0.0,0.0,999.0,49.4,0.9,0.0
1622,-108.49615724806988,0.0,0.0,-6.231055534429853,0.0,0.0,999.0,49.4,0.9,0.0
1623,-108.17029025925576,0.0,0.0,-2.739039258002016,0.0,0.0,999.0,49.4,0.9,0.0
1624,-106.06707287086384,0.0,0.0,10.249869716205103,0.0,0.0,999.0,49.4,0.9,0.0
1625,-108.41156277282988,0.0,0.0,14.532116473868928,0.0,0.0,999.0,49.4,0.9,0.0
1626,-108.3696019286083,0.0,0.0,-5.113105247388901,0.0,0.0,999.0,49.4,0.9,0.0
1627,-107.9791879914266,0.0,0.0,-8.283063951684388,0.0,0.0,999.0,49.4,0.9,0.0
1628,-108.43373054526457,0.0,0.0,-6.715298096990585,0.0,0.0,999.0,49.4,0.9,0.0
1629,-106.96132946863035,0.0,0.0,-5.0556117588145995,0.0,0.0,999.0,49.4,0.9,0.0
1630,-108.43995799673635,0.0,0.0,-6.8522591170209015,0.0,0.0,999.0,49.4,0.9,0.0
1631,-106.23197759404579,0.0,0.0,-4.788731251439646,0.0,0.0,999.0,49.4,0.9,0.0
1632,-106.47597914149678,0.0,0.0,14.351578554389455,0.0,0.0,999.0,49.4,0.9,0.0
1633,-100.04659933294954,0.0,0.0,-6.275064512357364,0.0,0.0,999.0,49.4,0.9,0.0
1634,-108.5330042261796,0.0,0.0,4.6338412552228165,0.0,0.0,999.0,49.4,0.9,0.0
1635,-108.51826177404536,0.0,0.0,-5.480979120146792,0.0,0.0,999.0,49.4,0.9,0.0
1636,-108.46909393970027,0.0,0.0,14.379934320568395,0.0,0.0,999.0,49.4,0.9,0.0
1637,-106.1822897245458,0.0,0.0,-5.611724889572503,0.0,0.0,999.0,49.4,0.9,0.0
1638,-108.48654162694416,0.0,0.0,-5.129655243905782,0.0,0.0,999.0,49.4,0.9,0.0
1639,-108.43276900272986,0.0,0.0,-7.233173030631358,0.0,0.0,999.0,49.4,0.9,0.0
1640,-108.48355823532734,0.0,0.0,-6.094087395808352,0.0,0.0,999.0,49.4,0.9,0.0
1641,-108.40057952359012,0.0,0.0,-4.364195823013608,0.0,0.0,999.0,49.4,0.9,0.0
1642,-108.54222849432772,0.0,0.0,-5.810632248987579,0.0,0.0,999.0,49.4,0.9,0.0
1643,-108.34155824960831,0.0,0.0,-8.800244547659142,0.0,0.0,999.0,49.4,0.9,0.0
1644,-108.43496907470735,0.0,0.0,-1.4564288912860308,0.0,0.0,999.0,49.4,0.9,0.0
1645,-108.39193050185072,0.0,0.0,-5.997923441174942,0.0,0.0,999.0,49.4,0.9,0.0
1646,-108.5914734024161,0.0,0.0,-5.548611914622568,0.0,0.0,999.0,49.4,0.9,0.0
1647,-108.3989565497104,0.0,0.0,-7.313176302671362,0.0,0.0,999.0,49.4,0.9,0.0
1648,-108.42720836324163,0.0,0.0,-6.417434134395911,0.0,0.0,999.0,49.4,0.9,0.0
1649,-108.61628268100029,0.0,0.0,-5.7721798987495285,0.0,0.0,999.0,49.4,0.9,0.0
1650,-105.11276493186578,0.0,0.0,-6.358764439538766,0.0,0.0,999.0,49.4,0.9,0.0
1651,-108.50652856188641,0.0,0.0,16.672656661556225,0.0,0.0,999.0,49.4,0.9,0.0
1652,-107.25198820342985,0.0,0.0,-5.213342489222509,0.0,0.0,999.0,49.4,0.9,0.0
1653,-108.53676303444401,0.0,0.0,2.606418807493139,0.0,0.0,999.0,49.4,0.9,0.0
1654,-108.54154722614832,0.0,0.0,-7.622283774405576,0.0,0.0,999.0,49.4,0.9,0.0
1655,-108.51277374149264,0.0,0.0,11.812219313727978,0.0,0.0,999.0,49.4,0.9,0.0
1656,-108.60915836101208,0.0,0.0,-6.269417784552893,0.0,0.0,999.0,49.4,0.9,0.0
1657,-102.84201053934008,0.0,0.0,-6.7511560784642,0.0,0.0,999.0,49.4,0.9,0.0
1658,-108.42451694285224,0.0,0.0,-2.5024462807608483,0.0,0.0,999.0,49.4,0.9,0.0
1659,-108.44502387556592,0.0,0.0,-6.171795004847205,0.0,0.0,999.0,49.4,0.9,0.0
1660,-108.46475510541586,0.0,0.0,11.55370946238446,0.0,0.0,999.0,49.4,0.9,0.0
1661,-106.46047534020852,0.0,0.0,-5.886052870617268,0.0,0.0,999.0,49.4,0.9,0.0
1662,-102.22517200480014,0.0,0.0,-5.466275755176119,0.0,0.0,999.0,49.4,0.9,0.0
1663,-108.45947813530942,0.0,0.0,-5.799541039743133,0.0,0.0,999.0,49.4,0.9,0.0
1664,-108.40697609707314,0.0,0.0,15.045441683012864,0.0,0.0,999.0,49.4,0.9,0.0
1665,-108.51963800873892,0.0,0.0,-6.5100417577227985,0.0,0.0,999.0,49.4,0.9,0.0
1666,-108.51158653453993,0.0,0.0,2.8010170223741158,0.0,0.0,999.0,49.4,0.9,0.0
1667,-108.45975661529222,0.0,0.0,-6.068153900798867,0.0,0.0,999.0,49.4,0.9,0.0
1668,-108.4721874556366,0.0,0.0,14.398260687474346,0.0,0.0,999.0,49.4,0.9,0.0
1669,-107.75076766247344,0.0,0.0,-6.93934540510972,0.0,0.0,999.0,49.4,0.9,0.0
1670,-105.42189401123957,0.0,0.0,-5.879748770780248,0.0,0.0,999.0,49.4,0.9,0.0
1671,-108.51370392122813,0.0,0.0,5.069066222970278,0.0,0.0,999.0,49.4,0.9,0.0
1672,-108.37704797410572,0.0,0.0,2.650203008622418,0.0,0.0,999.0,49.4,0.9,0.0
1673,-108.52114369936558,0.0,0.0,-7.881664755644687,0.0,0.0,999.0,49.4,0.9,0.0
1674,-106.48271376104276,0.0,0.0,2.7896343860141584,0.0,0.0,999.0,49.4,0.9,0.0
1675,-106.06867914750104,0.0,0.0,7.385027329902747,0.0,0.0,999.0,49.4,0.9,0.0
1676,-108.24906473920164,0.0,0.0,-7.373267408906092,0.0,0.0,999.0,49.4,0.9,0.0
1677,-108.42469483143316,0.0,0.0,-4.6882885634308895,0.0,0.0,999.0,49.4,0.9,0.0
1678,-104.42441493329402,0.0,0.0,-6.075334684189872,0.0,0.0,999.0,49.4,0.9,0.0
1679,-104.1937910123673,0.0,0.0,-6.6782333324271335,0.0,0.0,999.0,49.4,0.9,0.0
1680,-108.53126906932866,0.0,0.0,-6.887503623183205,0.0,0.0,999.0,49.4,0.9,0.0
1681,-108.56499253446505,0.0,0.0,-6.101912020576139,0.0,0.0,999.0,49.4,0.9,0.0
1682,-108.31543236304508,0.0,0.0,-6.2585344981341215,0.0,0.0,999.0,49.4,0.9,0.0
1683,-108.4933542520847,0.0,0.0,-6.6606874833005225,0.0,0.0,999.0,49.4,0.9,0.0
1684,-108.40641538954918,0.0,0.0,-1.4453963082479744,0.0,0.0,999.0,49.4,0.9,0.0
1685,-108.4992716536174,0.0,0.0,12.929298100357714,0.0,0.0,999.0,49.4,0.9,0.0
1686,-108.5053221144,0.0,0.0,-6.398140611238933,0.0,0.0,999.0,49.4,0.9,0.0
1687,-108.41601653500263,0.0,0.0,12.9910131731829,0.0,0.0,999.0,49.4,0.9,0.0
1688,-108.58267648378555,0.0,0.0,-8.467545265520009,0.0,0.0,999.0,49.4,0.9,0.0
1689,-108.44671776576011,0.0,0.0,-3.6745327752032995,0.0,0.0,999.0,49.4,0.9,0.0
1690,-108.30050343024166,0.0,0.0,1.9269152766835256,0.0,0.0,999.0,49.4,0.9,0.0
1691,-108.61291837128216,0.0,0.0,-7.0990384283789645,0.0,0.0,999.0,49.4,0.9,0.0
1692,-108.56303182236843,0.0,0.0,-1.3755155791048992,0.0,0.0,999.0,49.4,0.9,0.0
1693,-108.41115824686987,0.0,0.0,-5.9382249199088095,0.0,0.0,999.0,49.4,0.9,0.0
1694,-108.41892811788018,0.0,0.0,-6.316171339640977,0.0,0.0,999.0,49.4,0.9,0.0
1695,-108.29862996466896,0.0,0.0,-6.4399446029021385,0.0,0.0,999.0,49.4,0.9,0.0
1696,-107.42990406956088,0.0,0.0,-1.1813394582341068,0.0,0.0,999.0,49.4,0.9,0.0
1697,-89.91206888634291,0.0,0.0,11.958954955902565,0.0,0.0,999.0,49.4,0.9,0.0
1698,-108.51028149494509,0.0,0.0,-5.865858918748058,0.0,0.0,999.0,49.4,0.9,0.0
1699,-108.55690607345184,0.0,0.0,-6.395847235162603,0.0,0.0,999.0,49.4,0.9,0.0
1700,-108.56025228781236,0.0,0.0,-6.879041425095007,0.0,0.0,999.0,49.4,0.9,0.0
1701,-98.91329267524546,0.0,0.0,-5.456259831278083,0.0,0.0,999.0,49.4,0.9,0.0
1702,-106.43981221057152,0.0,0.0,13.921301018513025,0.0,0.0,999.0,49.4,0.9,0.0
1703,-108.62026997369786,0.0,0.0,-5.6229636072196065,0.0,0.0,999.0,49.4,0.9,0.0
1704,-107.95783307722508,0.0,0.0,-6.466146748901321,0.0,0.0,999.0,49.4,0.9,0.0
1705,-108.59031066448229,0.0,0.0,-6.233920160278203,0.0,0.0,999.0,49.4,0.9,0.0
1706,-108.44598975088171,0.0,0.0,-5.360940686273633,0.0,0.0,999.0,49.4,0.9,0.0
1707,-108.52625622846872,0.0,0.0,-7.591275611895955,0.0,0.0,999.0,49.4,0.9,0.0
1708,-108.45091508978392,0.0,0.0,-7.0946095663797095,0.0,0.0,999.0,49.4,0.9,0.0
1709,-108.47648960272171,0.0,0.0,-6.261690140653911,0.0,0.0,999.0,49.4,0.9,0.0
1710,-108.4206826543668,0.0,0.0,14.093266482786868,0.0,0.0,999.0,49.4,0.9,0.0
1711,-107.841073337314,0.0,0.0,-8.154292791794926,0.0,0.0,999.0,49.4,0.9,0.0
1712,-108.67875568202274,0.0,0.0,13.181167012524496,0.0,0.0,999.0,49.4,0.9,0.0
1713,-108.55459499107724,0.0,0.0,5.65250297881601,0.0,0.0,999.0,49.4,0.9,0.0
1714,-108.43752567784378,0.0,0.0,-3.9813253007859264,0.0,0.0,999.0,49.4,0.9,0.0
1715,-108.62525819128643,0.0,0.0,-6.1367807283858715,0.0,0.0,999.0,49.4,0.9,0.0
1716,-94.16880326458708,0.0,0.0,-6.0963414473100626,0.0,0.0,999.0,49.4,0.9,0.0
1717,-108.27498406997444,0.0,0.0,-5.849447640436907,0.0,0.0,999.0,49.4,0.9,0.0
1718,-108.58462972035095,0.0,0.0,-6.975033792253845,0.0,0.0,999.0,49.4,0.9,0.0
1719,-108.66905635853279,0.0,0.0,-6.8351899691830935,0.0,0.0,999.0,49.4,0.9,0.0
1720,-108.52659887678186,0.0,0.0,-6.319076956907804,0.0,0.0,999.0,49.4,0.9,0.0
1721,-108.58354768199293,0.0,0.0,-8.365498983273099,0.0,0.0,999.0,49.4,0.9,0.0
1722,-108.39604187080934,0.0,0.0,-5.6251543278892555,0.0,0.0,999.0,49.4,0.9,0.0
1723,-108.32962844101783,0.0,0.0,-6.7113899575284615,0.0,0.0,999.0,49.4,0.9,0.0
1724,-107.31168905091477,0.0,0.0,-5.6857163314839365,0.0,0.0,999.0,49.4,0.9,0.0
1725,-107.71380800897816,0.0,0.0,-4.831132765972322,0.0,0.0,999.0,49.4,0.9,0.0
1726,-107.92381019639684,0.0,0.0,-6.575708971183717,0.0,0.0,999.0,49.4,0.9,0.0
1727,-108.54380622818285,0.0,0.0,-5.704449825078187,0.0,0.0,999.0,49.4,0.9,0.0
1728,-108.55204780451159,0.0,0.0,12.871200565093481,0.0,0.0,999.0,49.4,0.9,0.0
1729,-108.33274615615022,0.0,0.0,-5.23720209697309,0.0,0.0,999.0,49.4,0.9,0.0
1730,-108.55302210138987,0.0,0.0,13.509159924899617,0.0,0.0,999.0,49.4,0.9,0.0
1731,-106.65734572589524,0.0,0.0,-6.806211066880143,0.0,0.0,999.0,49.4,0.9,0.0
1732,-108.38156890281195,0.0,0.0,-6.295817562780464,0.0,0.0,999.0,49.4,0.9,0.0
1733,-108.40228507994922,0.0,0.0,12.110462347283887,0.0,0.0,999.0,49.4,0.9,0.0
1734,-108.60501977523504,0.0,0.0,-3.9877346902245057,0.0,0.0,999.0,49.4,0.9,0.0
1735,-91.29948574735431,0.0,0.0,-7.27515971401538,0.0,0.0,999.0,49.4,0.9,0.0
1736,-108.43043021140228,0.0,0.0,-7.2354978234068765,0.0,0.0,999.0,49.4,0.9,0.0
1737,-108.43146832184459,0.0,0.0,-5.9113377123967314,0.0,0.0,999.0,49.4,0.9,0.0
1738,-108.49451967992226,0.0,0.0,-6.624185599729693,0.0,0.0,999.0,49.4,0.9,0.0
1739,-108.52805966787129,0.0,0.0,-4.935777980225599,0.0,0.0,999.0,49.4,0.9,0.0
1740,-106.55163090822752,0.0,0.0,-6.338156069332683,0.0,0.0,999.0,49.4,0.9,0.0
1741,-108.10850485075858,0.0,0.0,14.458341749839866,0.0,0.0,999.0,49.4,0.9,0.0
1742,-108.2026772728067,0.0,0.0,11.439441056638513,0.0,0.0,999.0,49.4,0.9,0.0
1743,-108.62508599034972,0.0,0.0,-5.514627218700303,0.0,0.0,999.0,49.4,0.9,0.0
1744,-108.3763603417363,0.0,0.0,-6.180008277809906,0.0,0.0,999.0,49.4,0.9,0.0
1745,-108.47473004440168,0.0,0.0,-4.8680057708558895,0.0,0.0,999.0,49.4,0.9,0.0
1746,-108.34596465860201,0.0,0.0,-6.392365245353031,0.0,0.0,999.0,49.4,0.9,0.0
1747,-108.48863081050483,0.0,0.0,4.771264676707593,0.0,0.0,999.0,49.4,0.9,0.0
1748,-108.116001901572,0.0,0.0,-5.1761299104000695,0.0,0.0,999.0,49.4,0.9,0.0
1749,-106.42318292226244,0.0,0.0,-7.040593702923943,0.0,0.0,999.0,49.4,0.9,0.0
1750,-108.42253358587269,0.0,0.0,9.948746686288546,0.0,0.0,999.0,49.4,0.9,0.0
1751,-108.52742410026191,0.0,0.0,1.5452810385764781,0.0,0.0,999.0,49.4,0.9,0.0
1752,-107.94689728016512,0.0,0.0,12.974684073834426,0.0,0.0,999.0,49.4,0.9,0.0
1753,-108.59516131579771,0.0,0.0,-7.252602530880778,0.0,0.0,999.0,49.4,0.9,0.0
1754,-108.20559249821312,0.0,0.0,-6.515979696974705,0.0,0.0,999.0,49.4,0.9,0.0
1755,-108.49275725491428,0.0,0.0,-5.699505758642019,0.0,0.0,999.0,49.4,0.9,0.0
1756,-108.6117287402577,0.0,0.0,-4.6735203613835905,0.0,0.0,999.0,49.4,0.9,0.0
1757,-108.46582513692397,0.0,0.0,-5.683053563044758,0.0,0.0,999.0,49.4,0.9,0.0
1758,-108.48378254927574,0.0,0.0,14.834521422900266,0.0,0.0,999.0,49.4,0.9,0.0
1759,-108.28548664483854,0.0,0.0,-6.775081291900411,0.0,0.0,999.0,49.4,0.9,0.0
1760,-108.37189253633608,0.0,0.0,13.32525649441107,0.0,0.0,999.0,49.4,0.9,0.0
1761,-108.34616646928663,0.0,0.0,-8.11941034765227,0.0,0.0,999.0,49.4,0.9,0.0
1762,-106.029805270274,0.0,0.0,-6.177181486732416,0.0,0.0,999.0,49.4,0.9,0.0
1763,-108.55368991738644,0.0,0.0,6.784301783839071,0.0,0.0,999.0,49.4,0.9,0.0
1764,-108.44355365597559,0.0,0.0,-6.58880675898212,0.0,0.0,999.0,49.4,0.9,0.0
1765,-105.17710631736358,0.0,0.0,-4.377274615711272,0.0,0.0,999.0,49.4,0.9,0.0
1766,-108.482379048499,0.0,0.0,10.802692843480878,0.0,0.0,999.0,49.4,0.9,0.0
1767,-108.5556471085967,0.0,0.0,15.031675045114644,0.0,0.0,999.0,49.4,0.9,0.0
1768,-108.49123582914996,0.0,0.0,-7.992232520458996,0.0,0.0,999.0,49.4,0.9,0.0
1769,-108.29434304358804,0.0,0.0,-4.907123766491492,0.0,0.0,999.0,49.4,0.9,0.0
1770,-108.39289094826252,0.0,0.0,-6.011897599897265,0.0,0.0,999.0,49.4,0.9,0.0
1771,-108.38343602509329,0.0,0.0,-5.1923466841067665,0.0,0.0,999.0,49.4,0.9,0.0
1772,-102.03102728454417,0.0,0.0,13.09168197955756,0.0,0.0,999.0,49.4,0.9,0.0
1773,-108.53141018683426,0.0,0.0,-5.750566447930306,0.0,0.0,999.0,49.4,0.9,0.0
1774,-108.48685625975357,0.0,0.0,-5.52596136812333,0.0,0.0,999.0,49.4,0.9,0.0
1775,-108.62588129436243,0.0,0.0,-6.458673925945472,0.0,0.0,999.0,49.4,0.9,0.0
1776,-92.84100835303782,0.0,0.0,14.885293281325549,0.0,0.0,999.0,49.4,0.9,0.0
1777,-108.51888770384434,0.0,0.0,11.074942000154982,0.0,0.0,999.0,49.4,0.9,0.0
1778,-107.95108207953652,0.0,0.0,-6.451044829257532,0.0,0.0,999.0,49.4,0.9,0.0
1779,-108.01233653094096,0.0,0.0,-8.026747156624177,0.0,0.0,999.0,49.4,0.9,0.0
1780,-107.89230820741041,0.0,0.0,11.024877318010113,0.0,0.0,999.0,49.4,0.9,0.0
1781,-108.3951328681934,0.0,0.0,-6.854178665733963,0.0,0.0,999.0,49.4,0.9,0.0
1782,-107.92343449173934,0.0,0.0,-4.6894830807979835,0.0,0.0,999.0,49.4,0.9,0.0
1783,-108.292545596612,0.0,0.0,-5.514617863875487,0.0,0.0,999.0,49.4,0.9,0.0
1784,-106.14290190151877,0.0,0.0,-6.232511624431865,0.0,0.0,999.0,49.4,0.9,0.0
1785,-108.18669721347037,0.0,0.0,-5.2548249784972185,0.0,0.0,999.0,49.4,0.9,0.0
1786,-108.28790766977556,0.0,0.0,-6.578780739468884,0.0,0.0,999.0,49.4,0.9,0.0
1787,-108.50768430741242,0.0,0.0,14.687352762550473,0.0,0.0,999.0,49.4,0.9,0.0
1788,-108.20724239594264,0.0,0.0,-5.214280877687927,0.0,0.0,999.0,49.4,0.9,0.0
1789,-108.47375188789408,0.0,0.0,-6.881858700750049,0.0,0.0,999.0,49.4,0.9,0.0
1790,-108.46184716706223,0.0,0.0,-7.34905889213014,0.0,0.0,999.0,49.4,0.9,0.0
1791,-108.54482976967688,0.0,0.0,-6.034273649990664,0.0,0.0,999.0,49.4,0.9,0.0
1792,-108.28215755735098,0.0,0.0,-4.88433956700784,0.0,0.0,999.0,49.4,0.9,0.0
1793,-106.925841741768,0.0,0.0,-5.2689081526646415,0.0,0.0,999.0,49.4,0.9,0.0
1794,-108.14272990295973,0.0,0.0,2.105109342037542,0.0,0.0,999.0,49.4,0.9,0.0
1795,-108.39107564675496,0.0,0.0,11.90229497787115,0.0,0.0,999.0,49.4,0.9,0.0
1796,-106.48588954599494,0.0,0.0,-5.528015562524153,0.0,0.0,999.0,49.4,0.9,0.0
1797,-87.3120784932618,0.0,0.0,-6.43643662506539,0.0,0.0,999.0,49.4,0.9,0.0
1798,-108.34145694564822,0.0,0.0,-0.021564505561529,0.0,0.0,999.0,49.4,0.9,0.0
1799,-108.67151560341473,0.0,0.0,-1.4988702702716747,0.0,0.0,999.0,49.4,0.9,0.0
1800,-108.60670736012851,0.0,0.0,-6.429254551294953,0.0,0.0,999.0,49.4,0.9,0.0
1801,-108.3953946812085,0.0,0.0,11.18951580440881,0.0,0.0,999.0,49.4,0.9,0.0
1802,-107.76842970337928,0.0,0.0,-6.2737315795749975,0.0,0.0,999.0,49.4,0.9,0.0
1803,-108.60244695118223,0.0,0.0,14.750736702834535,0.0,0.0,999.0,49.4,0.9,0.0
1804,-108.3394437030133,0.0,0.0,-6.087092714047147,0.0,0.0,999.0,49.4,0.9,0.0
1805,-107.56673380764902,0.0,0.0,-4.928181464218671,0.0,0.0,999.0,49.4,0.9,0.0
1806,-108.44550586803145,0.0,0.0,-7.456016622148117,0.0,0.0,999.0,49.4,0.9,0.0
1807,-107.50540684553965,0.0,0.0,-4.503189527132654,0.0,0.0,999.0,49.4,0.9,0.0
1808,-98.92047445760508,0.0,0.0,-5.6097203507620845,0.0,0.0,999.0,49.4,0.9,0.0
1809,-108.29717338638856,0.0,0.0,-5.862074563190693,0.0,0.0,999.0,49.4,0.9,0.0
1810,-108.55541726138857,0.0,0.0,-6.934253881759683,0.0,0.0,999.0,49.4,0.9,0.0
1811,-107.69116553588916,0.0,0.0,-5.584555324421227,0.0,0.0,999.0,49.4,0.9,0.0
1812,-108.44073138056187,0.0,0.0,-7.52769371206162,0.0,0.0,999.0,49.4,0.9,0.0
1813,-108.48384707445841,0.0,0.0,-7.691574255694518,0.0,0.0,999.0,49.4,0.9,0.0
1814,-106.467704602077,0.0,0.0,-6.129606946511274,0.0,0.0,999.0,49.4,0.9,0.0
1815,-104.73731734544243,0.0,0.0,-5.729025702126987,0.0,0.0,999.0,49.4,0.9,0.0
1816,-108.52853333928785,0.0,0.0,-5.338704439614527,0.0,0.0,999.0,49.4,0.9,0.0
1817,-108.28905011759308,0.0,0.0,-6.332889094783377,0.0,0.0,999.0,49.4,0.9,0.0
1818,-108.24713272096102,0.0,0.0,15.730148384487727,0.0,0.0,999.0,49.4,0.9,0.0
1819,-108.52528595366466,0.0,0.0,13.154601986951974,0.0,0.0,999.0,49.4,0.9,0.0
1820,-108.26485988876564,0.0,0.0,-6.160845067095322,0.0,0.0,999.0,49.4,0.9,0.0
1821,-108.51463143570172,0.0,0.0,-0.4972566666534812,0.0,0.0,999.0,49.4,0.9,0.0
1822,-108.58218552834309,0.0,0.0,-5.32480437434384,0.0,0.0,999.0,49.4,0.9,0.0
1823,-108.25036321532349,0.0,0.0,-5.250678395620146,0.0,0.0,999.0,49.4,0.9,0.0
1824,-108.36818853322966,0.0,0.0,13.814062441081512,0.0,0.0,999.0,49.4,0.9,0.0
1825,-104.57670144948587,0.0,0.0,-5.1922553066907575,0.0,0.0,999.0,49.4,0.9,0.0
1826,-106.3188240359139,0.0,0.0,-6.571553267114111,0.0,0.0,999.0,49.4,0.9,0.0
1827,-91.12690349085787,0.0,0.0,-5.485993739499492,0.0,0.0,999.0,49.4,0.9,0.0
1828,-108.6528617054912,0.0,0.0,-6.937782078057146,0.0,0.0,999.0,49.4,0.9,0.0
1829,-108.47982566564144,0.0,0.0,-6.4046555988946325,0.0,0.0,999.0,49.4,0.9,0.0
1830,-108.38019263486204,0.0,0.0,14.704033029963767,0.0,0.0,999.0,49.4,0.9,0.0
1831,-106.28712499394224,0.0,0.0,-5.8991791772627975,0.0,0.0,999.0,49.4,0.9,0.0
1832,-106.4136566177376,0.0,0.0,-5.490385826267303,0.0,0.0,999.0,49.4,0.9,0.0
1833,-108.54278374014466,0.0,0.0,-6.158588323094512,0.0,0.0,999.0,49.4,0.9,0.0
1834,-108.56039543845293,0.0,0.0,-6.768599392550727,0.0,0.0,999.0,49.4,0.9,0.0
1835,-103.69144574976316,0.0,0.0,12.115295567171435,0.0,0.0,999.0,49.4,0.9,0.0
1836,-108.45905888791029,0.0,0.0,-5.804958745180155,0.0,0.0,999.0,49.4,0.9,0.0
1837,-108.5392324617488,0.0,0.0,-5.746898855635247,0.0,0.0,999.0,49.4,0.9,0.0
1838,-108.50877059296106,0.0,0.0,13.922697255426685,0.0,0.0,999.0,49.4,0.9,0.0
1839,-108.35067704708992,0.0,0.0,-6.503357262085283,0.0,0.0,999.0,49.4,0.9,0.0
1840,-108.58959500573928,0.0,0.0,-6.646415071607535,0.0,0.0,999.0,49.4,0.9,0.0
1841,-108.56942746566729,0.0,0.0,-6.521751135636842,0.0,0.0,999.0,49.4,0.9,0.0
1842,-108.57957389449128,0.0,0.0,-5.9335267106285885,0.0,0.0,999.0,49.4,0.9,0.0
1843,-108.48341348664525,0.0,0.0,-7.424515139592236,0.0,0.0,999.0,49.4,0.9,0.0
1844,-108.48840901611077,0.0,0.0,-5.887176887063862,0.0,0.0,999.0,49.4,0.9,0.0
1845,-108.6402911439597,0.0,0.0,-7.727681527270541,0.0,0.0,999.0,49.4,0.9,0.0
1846,-91.39838330453308,0.0,0.0,-7.2965409450233985,0.0,0.0,999.0,49.4,0.9,0.0
1847,-108.581113142051,0.0,0.0,-3.160088819210661,0.0,0.0,999.0,49.4,0.9,0.0
1848,-108.61126316194179,0.0,0.0,12.433726429531742,0.0,0.0,999.0,49.4,0.9,0.0
1849,-108.55021843758341,0.0,0.0,-5.166152048640795,0.0,0.0,999.0,49.4,0.9,0.0
1850,-108.45760999513857,0.0,0.0,13.07245443756371,0.0,0.0,999.0,49.4,0.9,0.0
1851,-108.16787438086924,0.0,0.0,-6.523901750875652,0.0,0.0,999.0,49.4,0.9,0.0
1852,-108.18581926034746,0.0,0.0,-7.184790157376683,0.0,0.0,999.0,49.4,0.9,0.0
1853,-108.233460629611,0.0,0.0,-6.4290377023694285,0.0,0.0,999.0,49.4,0.9,0.0
1854,-108.46348289756376,0.0,0.0,-7.908056224432772,0.0,0.0,999.0,49.4,0.9,0.0
1855,-108.42053536533811,0.0,0.0,-5.455590433972919,0.0,0.0,999.0,49.4,0.9,0.0
1856,-108.37553067148748,0.0,0.0,-5.794745703738707,0.0,0.0,999.0,49.4,0.9,0.0
1857,-108.3626455123712,0.0,0.0,13.867301488707811,0.0,0.0,999.0,49.4,0.9,0.0
1858,-106.77890461365484,0.0,0.0,-6.921575272223697,0.0,0.0,999.0,49.4,0.9,0.0
1859,-108.5747805574527,0.0,0.0,-6.8447861948508235,0.0,0.0,999.0,49.4,0.9,0.0
1860,-107.62472013798784,0.0,0.0,13.408372416188914,0.0,0.0,999.0,49.4,0.9,0.0
1861,-108.40422497823944,0.0,0.0,-7.226687152508527,0.0,0.0,999.0,49.4,0.9,0.0
1862,-108.71196015856931,0.0,0.0,-7.290375838681205,0.0,0.0,999.0,49.4,0.9,0.0
1863,-106.84799750043928,0.0,0.0,-6.533431188170298,0.0,0.0,999.0,49.4,0.9,0.0
1864,-108.13378194026836,0.0,0.0,4.1290449420743816,0.0,0.0,999.0,49.4,0.9,0.0
1865,-106.98890648620785,0.0,0.0,-5.668239202360637,0.0,0.0,999.0,49.4,0.9,0.0
1866,-85.67202735630455,0.0,0.0,-5.591333517959432,0.0,0.0,999.0,49.4,0.9,0.0
1867,-107.41810516816908,0.0,0.0,-5.786165654856815,0.0,0.0,999.0,49.4,0.9,0.0
1868,-108.54012026880051,0.0,0.0,-4.840665546368083,0.0,0.0,999.0,49.4,0.9,0.0
1869,-107.90891447461719,0.0,0.0,-7.349382932804965,0.0,0.0,999.0,49.4,0.9,0.0
1870,-103.0809606607362,0.0,0.0,-6.21351371667024,0.0,0.0,999.0,49.4,0.9,0.0
1871,-108.4578272228485,0.0,0.0,2.443949655774804,0.0,0.0,999.0,49.4,0.9,0.0
1872,-108.51310710283138,0.0,0.0,-6.601510702168487,0.0,0.0,999.0,49.4,0.9,0.0
1873,-108.44755693550549,0.0,0.0,-6.055466039412978,0.0,0.0,999.0,49.4,0.9,0.0
1874,-108.37480997673529,0.0,0.0,-8.7273135906946,0.0,0.0,999.0,49.4,0.9,0.0
1875,-108.58318697504994,0.0,0.0,-3.269003579792117,0.0,0.0,999.0,49.4,0.9,0.0
