,timestamp,avgGain,std,length
0,18/06/2019 - 13:37:34,60.96834203655352,7.473717638842935,766
0,18/06/2019 - 13:39:53,52.743430152143844,0.1765321908771394,723
0,18/06/2019 - 13:42:05,52.74151785714286,0.200544837440358,560
0,18/06/2019 - 13:45:55,61.239742366412216,11.164190437315545,1048
0,18/06/2019 - 13:48:56,52.74514314928425,0.15181057901516765,978
0,18/06/2019 - 13:51:29,52.74526892430279,0.149833996424377,1004
0,18/06/2019 - 13:54:43,52.7458479020979,0.14037530095417938,1144
0,18/06/2019 - 13:58:04,52.74448315911731,0.16178553291154965,861
0,18/06/2019 - 14:01:50,46.00322580645161,0.0802571309975789,620
0,18/06/2019 - 14:04:39,46.00246305418719,0.07014300919161648,812
0,18/06/2019 - 14:07:45,46.00325203252032,0.08058218987553734,615
0,18/06/2019 - 14:10:53,46.00306748466258,0.078265955964252,652
0,18/06/2019 - 14:19:05,88.97266666666667,1.0582625173157916,1500
0,18/06/2019 - 14:23:38,48.69714765100671,2.403580296129952,596
0,18/06/2019 - 14:25:46,49.22789389067524,2.734172088813879,622
0,18/06/2019 - 14:30:34,48.902227722772274,2.89638715792699,606
0,18/06/2019 - 14:35:06,50.43119596541787,3.607903809044129,694
0,18/06/2019 - 14:38:55,88.91960784313726,1.8137297297247748,510
0,18/06/2019 - 14:41:13,88.91220556745182,1.8952213253572572,467
0,18/06/2019 - 14:45:26,88.9046511627907,1.9748951680593652,430
0,18/06/2019 - 14:47:41,88.9086859688196,1.9327537417131093,449
0,18/06/2019 - 14:51:36,52.742994100294986,0.1822880713819293,678
0,18/06/2019 - 14:54:19,52.74367509986684,0.1732145238448428,751
0,18/06/2019 - 14:56:52,52.740704500978474,0.2099219237006733,511
0,18/06/2019 - 15:00:31,52.74370026525199,0.17287004770970335,754
